Cube ID,Timestamp,Temperature Layer A,Temperature Layer B,Humidity Layer A,Humidity Layer B
0,3754835,,23.55,,
68,3754837,,26.98,,
26,3754837,22.5,,,
77,3754839,,23.88,,
27,3754844,23.38,,,
0,3754845,24.29,,,
61,3754845,,23.29,,
86,3754850,,24.61,,
56,3754852,,22.4,,
1,3754852,24.54,,,
96,3754853,,26.47,,
8,3754857,23.37,,,
82,3754859,,26.88,,
70,3754859,,23.61,,
87,3754862,22.8,,,
29,3754862,20.32,,,
86,3754863,23.28,,,
19,3754863,22.47,,,
44,3754863,,23.32,,
71,3754865,,22.11,,
73,3754868,,23.32,,
66,3754874,23.81,,,
3,3754879,,24.44,,
54,3754880,25.15,,,
13,3754884,,26.69,,
93,3754890,24.82,,,
79,3754891,25.47,,,
52,3754891,20.5,,,
63,3754893,24.61,,,
48,3754897,25.36,,,
33,3754898,21.5,,,
74,3754899,23.95,,,
72,3754900,,25.24,,
31,3754904,,25.16,,
14,3754905,22.33,,,
24,3754905,24.61,,,
80,3754909,23.58,,,
24,3754911,,23.77,,
2,3754914,,24.16,,
80,3754916,,25.55,,
6,3754919,23.16,,,
5,3754921,21.69,,,
8,3754929,,24.0,,
1,3754930,,25.64,,
28,3754935,,24.65,,
97,3754936,,23.23,,
55,3754941,21.7,,,
77,3754946,23.0,,,
89,3754948,,24.58,,
48,3754949,,24.93,,
85,3754949,,25.0,,
65,3754950,23.36,,,
42,3754951,22.92,,,
66,3754959,,25.7,,
26,3754964,,23.64,,
35,3754965,23.02,,,
25,3754976,25.91,,,
58,3754977,22.16,,,
94,3754977,,23.45,,
43,3754979,20.4,,,
44,3754981,22.05,,,
84,3754981,,25.17,,
91,3754981,,24.51,,
35,3754982,,25.31,,
22,3754987,21.01,,,
23,3754989,22.21,,,
12,3754990,25.7,,,
60,3754990,,25.42,,
11,3754993,22.85,,,
20,3755005,,22.77,,
71,3755012,23.88,,,
69,3755020,21.73,,,
99,3755020,25.9,,,
7,3755021,21.32,,,
29,3755022,,24.37,,
58,3755028,,25.92,,
95,3755029,,25.93,,
74,3755030,,24.3,,
81,3755033,23.02,,,
50,3755034,,25.27,,
45,3755043,21.95,,,
79,3755043,,25.98,,
6,3755047,,23.58,,
34,3755055,,26.08,,
96,3755060,24.58,,,
76,3755061,22.81,,,
59,3755062,,23.65,,
65,3755069,,24.78,,
90,3755071,22.44,,,
43,3755071,,24.12,,
39,3755076,,24.19,,
64,3755076,25.99,,,
73,3755078,23.26,,,
49,3755080,24.51,,,
42,3755083,,24.77,,
19,3755084,,24.8,,
9,3755088,,25.68,,
72,3755089,23.87,,,
18,3755092,23.84,,,
76,3755093,,22.97,,
52,3755093,,23.53,,
53,3755095,,25.42,,
33,3755095,,23.83,,
95,3755098,21.56,,,
85,3755102,25.01,,,
32,3755106,24.12,,,
78,3755109,,25.48,,
62,3755113,,21.17,,
37,3755116,24.56,,,
3,3755118,22.38,,,
78,3755123,20.57,,,
17,3755125,23.63,,,
10,3755126,25.48,,,
9,3755128,27.35,,,
41,3755130,22.42,,,
64,3755132,,21.19,,
30,3755133,24.18,,,
98,3755134,21.92,,,
16,3755137,,23.2,,
56,3755139,24.58,,,
67,3755141,23.39,,,
23,3755142,,24.12,,
21,3755142,23.98,,,
39,3755145,22.31,,,
21,3755146,,24.84,,
98,3755146,,23.74,,
36,3755148,22.86,,,
5,3755150,,24.35,,
92,3755152,23.85,,,
61,3755156,22.22,,,
67,3755161,,25.21,,
41,3755163,,26.87,,
97,3755167,22.16,,,
45,3755169,,23.84,,
75,3755170,23.83,,,
62,3755172,23.73,,,
92,3755173,,24.74,,
18,3755175,,26.73,,
88,3755176,,23.15,,
82,3755178,22.88,,,
84,3755180,25.56,,,
88,3755182,22.88,,,
69,3755190,,24.22,,
40,3755192,24.87,,,
15,3755195,,26.75,,
89,3755196,24.72,,,
60,3755196,23.84,,,
7,3755197,,23.15,,
83,3755197,22.47,,,
59,3755197,25.23,,,
37,3755199,,22.66,,
51,3755204,,24.02,,
4,3755206,,25.09,,
75,3755207,,25.29,,
2,3755211,24.03,,,
13,3755216,23.52,,,
34,3755218,22.27,,,
63,3755221,,23.1,,
14,3755221,,23.99,,
91,3755225,22.53,,,
10,3755226,,22.7,,
51,3755229,21.51,,,
87,3755233,,24.95,,
57,3755234,24.51,,,
32,3755237,,24.72,,
4,3755237,24.4,,,
54,3755237,,26.25,,
81,3755239,,26.35,,
15,3755241,23.04,,,
55,3755244,,24.32,,
49,3755245,,24.0,,
70,3755252,25.37,,,
93,3755254,,26.28,,
94,3755255,22.35,,,
68,3755262,21.44,,,
30,3755267,,24.87,,
16,3755270,23.15,,,
47,3755271,25.01,,,
36,3755277,,21.92,,
53,3755285,22.91,,,
57,3755286,,24.61,,
20,3755287,22.83,,,
12,3755287,,24.73,,
25,3755288,,21.91,,
22,3755288,,23.05,,
47,3755290,,23.33,,
38,3755942,22.82,,,
14,3756521,,,,8.14
10,3756524,,,9.17,
52,3756529,,,,8.67
67,3756537,,,8.75,
54,3756538,,,7.39,
74,3756556,,,,9.16
7,3756557,,,9.75,
80,3756575,,,,10.77
56,3756581,,,,9.0
82,3756582,,,9.35,
59,3756590,,,,11.6
89,3756593,,,,8.03
63,3756601,,,,8.63
13,3756620,,,10.94,
2,3756627,,,,7.94
22,3756630,,,11.22,
6,3756631,,,8.81,
51,3756645,,,10.0,
36,3756646,,,8.51,
79,3756650,,,,8.39
98,3756652,,,8.6,
48,3756654,,,,8.22
41,3756660,,,,6.38
84,3756662,,,,9.48
39,3756663,,,7.92,
22,3756674,,,,8.78
65,3756677,,,,9.89
35,3756682,,,,10.8
61,3756689,,,11.44,
2,3756689,,,8.28,
52,3756692,,,9.2,
47,3756694,,,9.74,
87,3756707,,,,9.2
12,3756708,,,9.66,
23,3756711,,,,8.6
68,3756713,,,9.96,
15,3756730,,,,7.83
3,3756736,,,,9.4
54,3756738,,,,7.89
29,3756739,,,,8.82
23,3756748,,,9.39,
3,3756752,,,8.3,
38,3756756,,,8.4,
33,3756759,,,,9.03
44,3756759,,,8.61,
40,3756762,,,,10.1
88,3756762,,,8.37,
66,3756764,,,9.35,
18,3756774,,,8.14,
77,3756785,,,8.86,
74,3756786,,,7.61,
78,3756787,,,8.68,
28,3756790,,,10.93,
86,3756798,,,,12.32
45,3756802,,,,8.3
40,3756813,,,9.47,
43,3756816,,,9.45,
55,3756822,,,,8.99
64,3756823,,,,11.12
62,3756830,,,9.88,
27,3756837,,,,10.07
83,3756839,,,,8.8
92,3756840,,,,8.5
72,3756844,,,10.56,
21,3756848,,,8.39,
53,3756855,,,10.78,
33,3756860,,,9.31,
49,3756865,,,,6.94
77,3756867,,,,8.63
41,3756888,,,7.5,
9,3756891,,,9.91,
75,3756892,,,10.11,
69,3756892,,,,9.03
57,3756892,,,10.6,
73,3756893,,,,9.52
10,3756896,,,,8.18
94,3756899,,,,9.06
60,3756901,,,11.7,
97,3756906,,,9.48,
4,3756908,,,,8.03
49,3756914,,,8.84,
93,3756919,,,,8.38
37,3756928,,,,9.8
90,3756931,,,8.35,
8,3756940,,,9.36,
95,3756954,,,10.17,
63,3756956,,,8.26,
43,3756963,,,,9.34
89,3756978,,,9.05,
35,3756979,,,9.8,
11,3756979,,,,9.53
31,3756987,,,,8.8
38,3756994,,,,9.28
0,3756997,,,7.9,
0,3756997,,,,9.83
58,3756999,,,9.24,
32,3757001,,,,8.31
25,3757005,,,,11.52
12,3757005,,,,8.54
76,3757017,,,8.9,
85,3758400,25.71,,,
85,3758401,,23.53,,
87,3758401,,24.78,,
32,3758405,,23.73,,
15,3758409,21.04,,,
21,3758410,,24.15,,
56,3758410,,21.14,,
2,3758411,22.96,,,
98,3758415,22.21,,,
58,3758417,20.38,,,
50,3758420,,26.71,,
37,3758421,26.32,,,
68,3758423,,25.27,,
2,3758428,,23.64,,
69,3758430,,23.66,,
9,3758433,24.33,,,
17,3758434,24.63,,,
99,3758438,27.35,,,
0,3758445,,23.99,,
8,3758446,23.73,,,
49,3758446,25.18,,,
5,3758447,,24.98,,
92,3758453,22.71,,,
49,3758453,,24.57,,
57,3758454,23.94,,,
79,3758455,27.13,,,
4,3758456,23.48,,,
11,3758458,,23.76,,
99,3758458,,25.37,,
94,3758458,24.9,,,
59,3758459,,22.22,,
36,3758474,,23.07,,
76,3758476,23.48,,,
27,3758479,,23.54,,
71,3758482,25.54,,,
65,3758482,22.54,,,
76,3758484,,24.3,,
71,3758489,,22.02,,
18,3758490,26.17,,,
30,3758490,,23.69,,
66,3758494,24.56,,,
80,3758495,24.93,,,
0,3758502,23.69,,,
86,3758503,,24.43,,
90,3758503,,22.49,,
79,3758505,,24.68,,
61,3758508,23.78,,,
6,3758512,23.81,,,
55,3758512,22.41,,,
75,3758513,,24.46,,
64,3758515,25.54,,,
47,3758517,23.66,,,
40,3758517,23.98,,,
60,3758519,,23.87,,
83,3758520,22.52,,,
14,3758523,,25.1,,
77,3758524,22.31,,,
23,3758526,21.4,,,
13,3758527,21.21,,,
67,3758527,,22.52,,
87,3758529,22.26,,,
8,3758531,,23.78,,
72,3758533,26.25,,,
62,3758535,,22.4,,
22,3758540,,23.28,,
15,3758541,,24.8,,
89,3758542,,25.46,,
33,3758543,,24.59,,
7,3758545,22.37,,,
25,3758546,25.41,,,
51,3758552,22.34,,,
48,3758559,24.1,,,
65,3758560,,23.33,,
10,3758562,,24.23,,
7,3758565,,22.72,,
25,3758573,,23.74,,
97,3758576,,22.96,,
57,3758585,,23.72,,
90,3758589,23.06,,,
16,3758590,,23.65,,
67,3758592,22.62,,,
74,3758593,,23.04,,
44,3758596,,23.57,,
21,3758597,24.23,,,
45,3758600,,23.1,,
6,3758601,,23.28,,
42,3758602,22.73,,,
60,3758607,23.21,,,
94,3758611,,20.3,,
72,3758615,,22.61,,
48,3758616,,26.29,,
98,3758616,,23.61,,
39,3758617,22.77,,,
82,3758618,22.46,,,
9,3758618,,25.84,,
70,3758623,24.59,,,
45,3758631,23.35,,,
64,3758632,,23.34,,
12,3758634,,24.1,,
10,3758637,26.4,,,
12,3758637,25.81,,,
39,3758640,,24.57,,
77,3758641,,24.49,,
88,3758642,,22.81,,
51,3758644,,24.5,,
93,3758646,,27.43,,
34,3758646,22.75,,,
42,3758648,,24.23,,
1,3758648,,25.29,,
4,3758650,,25.08,,
20,3758659,23.41,,,
5,3758660,23.74,,,
68,3758660,22.98,,,
3,3758661,22.22,,,
47,3758663,,24.36,,
61,3758665,,25.71,,
96,3758666,23.86,,,
95,3758667,,26.03,,
14,3758669,21.99,,,
89,3758670,23.24,,,
43,3758673,,25.57,,
73,3758680,22.34,,,
81,3758689,22.5,,,
32,3758690,22.89,,,
78,3758690,20.4,,,
27,3758691,24.04,,,
26,3758695,,27.05,,
23,3758698,,23.63,,
16,3758700,22.74,,,
84,3758700,,24.6,,
11,3758701,23.47,,,
97,3758702,21.66,,,
53,3758706,,25.6,,
84,3758710,23.77,,,
78,3758714,,24.57,,
91,3758719,21.53,,,
50,3758720,27.61,,,
34,3758724,,23.99,,
95,3758726,21.72,,,
28,3758729,24.23,,,
62,3758730,21.01,,,
91,3758730,,25.96,,
3,3758740,,23.78,,
54,3758742,25.84,,,
88,3758752,22.52,,,
35,3758760,,24.28,,
58,3758762,,23.99,,
44,3758763,21.59,,,
17,3758765,,23.45,,
83,3758767,,24.09,,
41,3758770,,26.42,,
13,3758773,,26.98,,
74,3758774,22.31,,,
92,3758775,,24.79,,
63,3758776,,24.92,,
82,3758792,,24.96,,
19,3758792,23.39,,,
73,3758792,,22.27,,
24,3758795,23.87,,,
31,3758795,,25.02,,
31,3758796,23.18,,,
28,3758807,,21.66,,
86,3758808,22.6,,,
66,3758809,,24.83,,
36,3758813,23.36,,,
19,3758814,,26.08,,
18,3758818,,24.49,,
54,3758823,,25.08,,
81,3758823,,24.92,,
30,3758826,24.94,,,
26,3758827,21.64,,,
69,3758835,20.66,,,
35,3758837,22.21,,,
53,3758841,21.93,,,
22,3758842,22.64,,,
20,3758846,,21.52,,
52,3758850,,24.56,,
96,3758851,,25.89,,
40,3758853,,23.34,,
93,3758855,23.07,,,
80,3758855,,26.17,,
41,3758860,24.02,,,
70,3758865,,23.46,,
37,3758866,,20.13,,
24,3758866,,22.42,,
29,3758869,21.26,,,
59,3758870,23.21,,,
1,3758871,22.1,,,
52,3758873,22.94,,,
75,3758880,21.74,,,
56,3758883,26.02,,,
43,3758884,21.83,,,
63,3758884,22.22,,,
29,3758889,,24.3,,
33,3758891,22.33,,,
55,3758896,,23.41,,
38,3759474,21.56,,,
61,3762003,,23.96,,
62,3762004,22.53,,,
54,3762004,,26.77,,
69,3762004,,25.68,,
88,3762009,,24.58,,
97,3762010,21.08,,,
19,3762011,,25.17,,
34,3762012,23.1,,,
9,3762013,,25.71,,
25,3762014,,22.67,,
26,3762015,23.19,,,
9,3762016,25.58,,,
70,3762016,,24.44,,
13,3762020,,27.04,,
69,3762024,21.45,,,
68,3762031,,25.45,,
57,3762034,22.22,,,
64,3762039,25.77,,,
91,3762044,22.72,,,
6,3762044,22.04,,,
30,3762050,,24.1,,
35,3762056,22.22,,,
64,3762056,,22.87,,
56,3762058,26.15,,,
14,3762059,22.85,,,
98,3762069,22.11,,,
94,3762073,24.49,,,
48,3762076,,26.35,,
33,3762076,23.37,,,
19,3762077,23.73,,,
53,3762077,21.15,,,
43,3762078,,24.75,,
0,3762079,24.23,,,
13,3762079,21.31,,,
39,3762079,23.42,,,
30,3762085,21.89,,,
73,3762089,24.12,,,
76,3762093,24.23,,,
11,3762095,23.56,,,
71,3762100,22.89,,,
94,3762101,,23.2,,
45,3762102,,24.18,,
41,3762106,24.49,,,
50,3762107,,25.2,,
16,3762111,22.23,,,
16,3762113,,24.59,,
34,3762115,,24.98,,
2,3762120,23.55,,,
61,3762121,22.52,,,
1,3762123,23.82,,,
47,3762125,,24.57,,
89,3762125,,25.05,,
29,3762125,,23.66,,
52,3762128,21.28,,,
78,3762131,,24.5,,
57,3762134,,24.23,,
10,3762135,,24.52,,
37,3762135,,23.89,,
11,3762138,,24.08,,
43,3762140,22.4,,,
59,3762144,25.48,,,
23,3762146,,23.0,,
81,3762146,21.94,,,
60,3762148,,26.0,,
28,3762150,23.77,,,
39,3762153,,26.85,,
71,3762153,,24.18,,
29,3762153,22.06,,,
35,3762153,,23.36,,
17,3762154,,24.38,,
90,3762155,25.32,,,
70,3762159,23.73,,,
36,3762163,23.88,,,
86,3762178,,24.38,,
20,3762179,22.47,,,
23,3762182,21.95,,,
63,3762183,,23.91,,
77,3762184,22.85,,,
66,3762187,23.9,,,
12,3762188,,24.41,,
44,3762188,,25.19,,
75,3762190,22.7,,,
54,3762190,23.82,,,
10,3762195,24.73,,,
85,3762196,,23.17,,
24,3762207,23.8,,,
58,3762210,21.89,,,
42,3762210,,24.63,,
80,3762215,23.43,,,
46,3762215,,26.21,,
92,3762225,,25.27,,
47,3762228,23.13,,,
6,3762234,,24.72,,
93,3762236,,26.39,,
33,3762238,,25.31,,
96,3762238,,26.86,,
87,3762238,,23.3,,
21,3762246,23.27,,,
62,3762248,,22.17,,
52,3762252,,23.26,,
32,3762253,23.63,,,
95,3762255,21.02,,,
12,3762257,23.63,,,
99,3762258,,26.32,,
7,3762259,22.94,,,
59,3762265,,24.61,,
87,3762266,22.05,,,
31,3762267,,24.38,,
95,3762272,,26.73,,
77,3762278,,23.52,,
24,3762280,,22.65,,
17,3762297,23.6,,,
74,3762297,23.47,,,
15,3762301,,21.89,,
66,3762302,,23.24,,
3,3762303,22.57,,,
96,3762308,24.06,,,
83,3762314,,23.7,,
90,3762315,,24.0,,
22,3762320,23.04,,,
60,3762326,25.2,,,
18,3762330,,24.68,,
45,3762330,22.41,,,
0,3762330,,24.19,,
53,3762335,,26.32,,
80,3762338,,26.57,,
92,3762339,24.81,,,
27,3762340,21.73,,,
37,3762341,24.34,,,
22,3762342,,24.72,,
79,3762342,26.02,,,
4,3762344,23.36,,,
3,3762344,,24.11,,
84,3762351,,25.28,,
88,3762354,24.86,,,
67,3762355,22.14,,,
31,3762368,23.75,,,
1,3762371,,25.42,,
7,3762374,,24.95,,
73,3762375,,23.91,,
51,3762375,,26.38,,
85,3762384,26.72,,,
36,3762386,,20.33,,
32,3762388,,24.18,,
82,3762388,,22.6,,
25,3762389,23.35,,,
4,3762398,,27.47,,
83,3762400,23.92,,,
74,3762401,,21.51,,
27,3762403,,26.05,,
67,3762404,,26.05,,
26,3762405,,24.7,,
5,3762407,23.18,,,
81,3762412,,24.7,,
20,3762416,,21.45,,
89,3762420,23.02,,,
65,3762422,,24.82,,
56,3762424,,21.0,,
8,3762425,,25.03,,
84,3762428,25.35,,,
48,3762431,25.31,,,
65,3762432,22.61,,,
2,3762434,,21.98,,
8,3762437,23.47,,,
72,3762437,25.85,,,
49,3762455,24.27,,,
75,3762456,,24.84,,
82,3762459,21.38,,,
40,3762462,24.56,,,
44,3762462,22.4,,,
78,3762464,21.99,,,
91,3762465,,24.54,,
18,3762466,24.15,,,
42,3762466,23.09,,,
46,3762470,23.77,,,
14,3762471,,25.1,,
58,3762473,,26.58,,
99,3762476,26.52,,,
79,3762477,,24.07,,
49,3762478,,24.76,,
86,3762478,24.27,,,
28,3762480,,23.86,,
68,3762481,21.14,,,
51,3762481,22.85,,,
40,3762482,,26.32,,
98,3762483,,24.06,,
63,3762486,23.72,,,
76,3762486,,25.32,,
55,3762487,23.73,,,
72,3762488,,24.03,,
15,3762488,22.1,,,
93,3762488,24.67,,,
50,3762489,26.2,,,
41,3762491,,22.85,,
97,3762494,,22.9,,
21,3762495,,25.17,,
55,3762497,,25.92,,
5,3762497,,25.67,,
38,3763214,21.08,,,
20,3765603,18.12,,,
43,3765605,19.67,,,
51,3765607,,19.02,,
2,3765608,,18.93,,
64,3765608,20.79,,,
70,3765609,,20.43,,
71,3765609,21.05,,,
89,3765609,,20.37,,
63,3765610,18.63,,,
61,3765610,,23.0,,
23,3765610,,19.85,,
43,3765611,,20.59,,
12,3765611,,20.24,,
87,3765612,18.8,,,
52,3765614,,20.0,,
56,3765617,,17.81,,
77,3765618,17.75,,,
56,3765619,21.35,,,
19,3765621,,21.12,,
1,3765623,17.8,,,
40,3765623,,21.06,,
83,3765625,21.02,,,
65,3765629,,20.7,,
11,3765632,19.98,,,
58,3765633,,21.65,,
94,3765635,19.27,,,
82,3765639,21.9,,,
23,3765641,15.72,,,
51,3765641,17.41,,,
90,3765643,21.04,,,
14,3765644,19.5,,,
3,3765647,,18.49,,
74,3765647,19.09,,,
48,3765647,18.78,,,
95,3765647,15.81,,,
97,3765648,,18.15,,
86,3765652,,20.58,,
34,3765653,,19.26,,
32,3765656,,19.15,,
74,3765657,,19.25,,
93,3765664,,22.94,,
8,3765667,19.36,,,
6,3765667,,20.58,,
15,3765672,,18.48,,
67,3765680,19.15,,,
77,3765682,,19.79,,
0,3765683,20.51,,,
29,3765685,17.47,,,
35,3765685,17.8,,,
72,3765686,21.42,,,
15,3765687,18.32,,,
75,3765687,,20.91,,
84,3765688,,19.2,,
21,3765689,19.84,,,
90,3765692,,20.85,,
22,3765698,,18.76,,
18,3765704,,22.11,,
82,3765707,,19.75,,
44,3765708,16.42,,,
49,3765714,19.89,,,
39,3765717,20.39,,,
30,3765720,20.28,,,
28,3765722,19.02,,,
6,3765725,17.62,,,
18,3765725,19.78,,,
88,3765726,20.2,,,
33,3765727,18.65,,,
72,3765730,,22.51,,
1,3765732,,21.57,,
21,3765733,,18.95,,
5,3765734,,21.66,,
73,3765741,,20.04,,
84,3765742,19.49,,,
19,3765744,17.93,,,
78,3765751,17.23,,,
27,3765755,19.01,,,
11,3765759,,19.98,,
14,3765761,,19.89,,
99,3765764,,20.15,,
29,3765765,,21.14,,
27,3765766,,19.05,,
60,3765768,19.27,,,
31,3765771,,20.25,,
92,3765776,,21.0,,
73,3765778,21.2,,,
80,3765782,20.61,,,
93,3765783,19.92,,,
81,3765783,19.67,,,
2,3765786,19.01,,,
58,3765787,18.78,,,
62,3765787,18.15,,,
76,3765792,,21.28,,
98,3765800,,19.96,,
45,3765801,18.5,,,
16,3765804,19.44,,,
39,3765805,,19.77,,
99,3765806,22.04,,,
42,3765808,18.17,,,
7,3765812,,18.96,,
12,3765812,20.52,,,
50,3765815,19.81,,,
34,3765817,18.74,,,
36,3765818,19.43,,,
86,3765821,17.68,,,
44,3765829,,19.53,,
41,3765834,,21.47,,
65,3765838,19.07,,,
76,3765842,19.01,,,
91,3765844,19.89,,,
54,3765845,19.99,,,
81,3765852,,20.67,,
53,3765854,,21.3,,
22,3765854,19.29,,,
5,3765858,17.05,,,
69,3765866,18.4,,,
8,3765868,,19.59,,
28,3765868,,20.47,,
47,3765869,,21.07,,
10,3765870,20.74,,,
78,3765870,,20.57,,
50,3765871,,21.63,,
10,3765873,,19.66,,
45,3765874,,20.41,,
55,3765875,19.16,,,
63,3765875,,17.95,,
95,3765876,,21.77,,
13,3765884,,24.23,,
85,3765889,23.04,,,
79,3765894,18.98,,,
35,3765894,,19.78,,
25,3765896,,20.04,,
87,3765897,,19.89,,
24,3765898,,20.7,,
80,3765900,,21.46,,
60,3765900,,21.22,,
53,3765903,18.97,,,
59,3765905,,20.24,,
26,3765913,,21.44,,
36,3765917,,19.14,,
40,3765923,21.7,,,
97,3765928,15.98,,,
4,3765928,20.21,,,
57,3765929,,20.52,,
3,3765933,19.93,,,
96,3765933,21.27,,,
4,3765935,,21.49,,
49,3765939,,19.39,,
94,3765940,,20.53,,
48,3765947,,23.42,,
69,3765951,,19.9,,
64,3765955,,17.02,,
13,3765956,17.52,,,
67,3765960,,21.33,,
20,3765961,,19.87,,
47,3765964,20.97,,,
66,3765965,,19.99,,
9,3765968,,21.66,,
62,3765970,,17.57,,
61,3765976,19.14,,,
85,3765981,,20.4,,
79,3765981,,21.32,,
75,3765983,18.35,,,
7,3765985,16.65,,,
83,3765987,,21.86,,
66,3765988,19.54,,,
98,3765988,18.47,,,
41,3765991,18.95,,,
37,3765992,,18.02,,
42,3765992,,20.91,,
37,3766002,21.68,,,
71,3766003,,18.06,,
30,3766009,,21.4,,
32,3766009,20.42,,,
70,3766011,20.9,,,
17,3766022,19.97,,,
92,3766023,19.34,,,
26,3766028,18.18,,,
9,3766032,19.8,,,
91,3766038,,21.59,,
16,3766040,,20.33,,
68,3766046,17.34,,,
68,3766054,,20.48,,
57,3766055,18.87,,,
59,3766067,19.65,,,
96,3766069,,22.33,,
31,3766073,20.56,,,
88,3766075,,18.17,,
54,3766079,,22.3,,
24,3766080,21.1,,,
33,3766080,,20.45,,
52,3766085,19.68,,,
25,3766085,20.72,,,
55,3766086,,20.28,,
17,3766088,,19.11,,
89,3766095,19.12,,,
0,3766097,,20.0,,
38,3767109,22.48,,,
48,3768525,,,7.71,
76,3768542,,,,9.29
78,3768563,,,,9.41
72,3768584,,,,9.56
94,3768585,,,8.14,
14,3768587,,,8.28,
56,3768588,,,9.62,
15,3768600,,,9.38,
5,3768600,,,8.09,
69,3768618,,,8.92,
97,3768623,,,,10.52
34,3768631,,,10.7,
85,3768632,,,9.27,
13,3768635,,,,10.69
70,3768639,,,8.41,
17,3768659,,,7.6,
17,3768683,,,,10.1
67,3768684,,,,9.62
1,3768715,,,9.44,
47,3768719,,,,10.92
16,3768723,,,9.12,
4,3768733,,,8.78,
39,3768735,,,,8.24
99,3768747,,,9.62,
85,3768762,,,,10.08
66,3768771,,,,12.59
8,3768772,,,,8.27
87,3768776,,,9.28,
57,3768782,,,,8.23
81,3768785,,,9.97,
84,3768800,,,8.5,
91,3768805,,,,10.27
6,3768806,,,,10.28
32,3768807,,,7.67,
65,3768822,,,11.5,
26,3768824,,,,7.55
36,3768835,,,,9.77
28,3768841,,,,10.34
11,3768848,,,8.76,
68,3768883,,,,8.47
83,3768884,,,9.22,
93,3768884,,,10.4,
92,3768893,,,10.13,
30,3768908,,,11.11,
42,3768909,,,11.05,
70,3768913,,,,9.92
37,3768915,,,8.46,
73,3768916,,,10.1,
90,3768925,,,,9.44
82,3768930,,,,8.83
24,3768932,,,,8.47
96,3768937,,,9.86,
81,3768953,,,,7.93
18,3768961,,,,9.19
31,3768962,,,9.93,
79,3768965,,,10.23,
99,3768979,,,,9.62
34,3768984,,,,7.25
16,3769200,20.32,,,
18,3769200,,21.3,,
1,3769211,,21.16,,
71,3769212,,18.35,,
49,3769215,,20.99,,
69,3769220,,20.61,,
64,3769220,,17.3,,
80,3769220,20.15,,,
15,3769225,,18.97,,
74,3769225,17.67,,,
25,3769232,20.5,,,
88,3769235,,19.55,,
94,3769235,18.47,,,
34,3769235,16.77,,,
78,3769237,,21.06,,
56,3769241,,17.8,,
76,3769243,20.05,,,
25,3769247,,18.22,,
51,3769250,18.61,,,
75,3769251,,21.98,,
17,3769253,19.52,,,
92,3769254,20.61,,,
93,3769254,,21.01,,
24,3769257,,18.7,,
43,3769262,18.6,,,
28,3769264,19.75,,,
3,3769265,,19.94,,
8,3769269,20.65,,,
94,3769276,,19.84,,
40,3769279,20.4,,,
63,3769282,,20.34,,
30,3769293,,19.43,,
91,3769298,20.08,,,
47,3769299,19.16,,,
48,3769302,,22.2,,
35,3769305,19.02,,,
97,3769305,,19.44,,
65,3769307,19.3,,,
2,3769315,18.1,,,
61,3769318,,22.31,,
43,3769319,,22.82,,
12,3769324,,21.04,,
54,3769326,,20.59,,
56,3769327,22.0,,,
24,3769328,19.03,,,
82,3769336,18.37,,,
66,3769336,,20.67,,
70,3769337,,18.36,,
23,3769343,18.3,,,
0,3769343,,21.77,,
15,3769352,18.75,,,
50,3769363,,21.59,,
63,3769364,19.39,,,
50,3769366,21.68,,,
67,3769366,18.37,,,
81,3769368,,22.07,,
55,3769375,,21.48,,
82,3769378,,21.12,,
70,3769379,20.39,,,
36,3769383,,19.72,,
3,3769386,18.24,,,
54,3769387,20.23,,,
53,3769387,18.04,,,
91,3769390,,19.58,,
37,3769391,,21.72,,
90,3769394,19.16,,,
11,3769400,,20.3,,
31,3769402,20.81,,,
42,3769408,,19.81,,
12,3769408,19.95,,,
44,3769409,,21.41,,
48,3769409,20.83,,,
90,3769409,,19.44,,
34,3769410,,21.08,,
45,3769412,18.19,,,
7,3769413,,21.19,,
68,3769414,16.94,,,
5,3769415,,21.19,,
21,3769416,,21.79,,
53,3769418,,20.41,,
6,3769419,,19.24,,
33,3769424,,19.95,,
83,3769426,,20.31,,
93,3769427,19.41,,,
32,3769430,,19.08,,
87,3769431,,20.53,,
65,3769431,,19.37,,
29,3769433,,21.47,,
60,3769434,21.12,,,
23,3769443,,19.5,,
27,3769444,17.77,,,
52,3769446,17.12,,,
77,3769451,18.81,,,
99,3769454,,19.3,,
99,3769459,21.36,,,
19,3769462,,23.14,,
79,3769463,20.82,,,
57,3769463,,21.1,,
14,3769465,,18.88,,
96,3769466,,19.81,,
58,3769468,,20.93,,
71,3769470,21.91,,,
22,3769474,,19.97,,
42,3769476,16.55,,,
6,3769484,17.05,,,
11,3769484,17.9,,,
19,3769487,18.03,,,
16,3769487,,21.73,,
62,3769495,19.91,,,
30,3769496,20.84,,,
85,3769499,21.28,,,
36,3769500,19.32,,,
4,3769500,,21.15,,
49,3769501,20.33,,,
89,3769501,19.91,,,
10,3769503,,21.73,,
22,3769504,17.72,,,
80,3769506,,22.62,,
68,3769511,,22.17,,
73,3769518,18.84,,,
84,3769518,19.35,,,
13,3769518,,24.52,,
96,3769518,19.17,,,
29,3769520,19.91,,,
41,3769521,,20.48,,
9,3769525,23.15,,,
0,3769526,20.2,,,
98,3769530,17.76,,,
39,3769533,,22.47,,
67,3769533,,21.2,,
4,3769536,19.89,,,
39,3769536,18.99,,,
17,3769540,,19.7,,
2,3769540,,20.43,,
69,3769542,17.35,,,
